timestamp,seriousness,message,user,function
2020-11-19 00:48:35,ERROR,"fail, full exception : Traceback (most recent call last):
  File ""/Users/ethomas/InstaBot/instabot_functions.py"", line 198, in get_following_from_profile_page
    fBody = WebDriverWait(driver, 3).until(EC.presence_of_element_located((By.XPATH, fBody_xpath)))
  File ""/Users/ethomas/anaconda3/envs/python37/lib/python3.7/site-packages/selenium/webdriver/support/wait.py"", line 80, in until
    raise TimeoutException(message, screen, stacktrace)
selenium.common.exceptions.TimeoutException: Message: 

",edouard_thom,get_following_from_profile_page
2020-11-19 00:48:35,ERROR,failed to get the following list -> stop the function execution,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:48:38,INFO,"start, hashtag : {}followeraktif",edouard_thom,explore_hashtag
2020-11-19 00:48:48,ERROR,failed to access component : picture_carousel_account_name,edouard_thom,UIAPI
2020-11-19 00:48:51,ERROR,failed to access component : pictures_carousel_first_pic_right_arrow,edouard_thom,UIAPI
2020-11-19 00:48:52,ERROR,stop the processing of hashtag followeraktif,edouard_thom,explore_hashtag
2020-11-19 00:48:52,INFO,"hashtag followeraktif processed, 0 accounts followed",edouard_thom,explore_hashtag
2020-11-19 00:48:52,INFO,"start, hashtag : {}followers",edouard_thom,explore_hashtag
2020-11-19 00:49:41,INFO,start,edouard_thom,log_in
2020-11-19 00:49:45,INFO,success,edouard_thom,log_in
2020-11-19 00:49:48,INFO,start,edouard_thom,update_followers
2020-11-19 00:49:51,INFO,start,edouard_thom,get_followers_from_profile_page
2020-11-19 00:51:42,INFO,followed accounts 149/150,edouard_thom,get_followers_from_profile_page
2020-11-19 00:51:42,INFO,success,edouard_thom,update_followers
2020-11-19 00:51:45,INFO,start,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:51:45,INFO,0 accounts to unfollow...,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:51:46,INFO,start,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:20,ERROR,couldn't get entry 0,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:23,ERROR,couldn't get entry 1,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:26,ERROR,couldn't get entry 2,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:29,ERROR,couldn't get entry 3,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:32,ERROR,couldn't get entry 4,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:35,ERROR,couldn't get entry 5,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:39,ERROR,couldn't get entry 6,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 7,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 8,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 9,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 10,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 11,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 12,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 13,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 14,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 15,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 16,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 17,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 18,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 19,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 20,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 21,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 22,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 23,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 24,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 25,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 26,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 27,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 28,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 29,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 30,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 31,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 32,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 33,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 34,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 35,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:40,ERROR,couldn't get entry 36,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:41,ERROR,couldn't get entry 37,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:41,ERROR,couldn't get entry 38,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:41,ERROR,couldn't get entry 39,edouard_thom,get_following_from_profile_page
2020-11-19 00:54:41,ERROR,couldn't get entry 40,edouard_thom,get_following_from_profile_page
